,0,1,2
0,0.500,0.000,0.759
1,0.422,0.000,0.586
2,0.500,0.000,0.826
3,0.500,0.000,0.794
4,0.500,0.000,0.731
5,0.500,0.000,0.636
6,0.425,0.000,0.742
7,0.500,0.000,0.809
8,0.500,0.000,0.844
9,0.501,0.000,0.744
10,0.596,0.000,0.718
11,0.500,0.000,0.714
12,0.538,0.000,0.400
13,0.447,0.000,0.759
14,0.500,0.000,0.788
