,0,1,2
0,0.9912698412698413,0.9268292682926829,0.963855421686747
1,0.8391505466778806,0.6785714285714285,0.6142857142857143
2,0.6577582768248904,0.3357664233576642,0.3106060606060606
3,0.5287698412698413,0.3435582822085889,0.21323529411764705
4,0.5413533834586466,0.41860465116279066,0.358974358974359
5,0.5653571428571429,0.5416666666666666,0.4
6,0.6280570652173914,0.4158415841584159,0.5241935483870968
7,0.6285434995112414,0.396039603960396,0.46956521739130436
8,0.6112929623567922,0.294478527607362,0.31137724550898205
9,0.6290223406435745,0.41206030150753764,0.26875
10,0.8012265512265513,0.4615384615384615,0.3418803418803419
11,0.775,0.6896551724137931,0.7857142857142857
12,0.8629166666666668,0.8676470588235294,0.82
13,0.7710526315789473,0.47368421052631576,0.4936708860759494
14,0.8673844537815126,0.5544554455445545,0.7019867549668874
