,0,1,2
0,0.8452380952380953,0.5777777777777778,0.7710843373493976
1,0.6965937762825904,0.6540880503144655,0.6071428571428571
2,0.5309134423613882,0.2975206611570248,0.3560606060606061
3,0.4239417989417989,0.32352941176470584,0.3235294117647059
4,0.5639097744360902,0.425531914893617,0.3076923076923077
5,0.7003571428571428,0.6190476190476191,0.5636363636363636
6,0.43104619565217395,0.0,0.6290322580645161
7,0.40273704789833825,0.2608695652173913,0.2608695652173913
8,0.7411347517730497,0.3779527559055118,0.5269461077844312
9,0.056773929083828646,0.12578616352201258,0.13125
10,0.7297979797979798,0.5,0.4700854700854701
11,0.8722222222222222,0.6896551724137931,0.7857142857142857
12,0.7079166666666666,0.7786259541984734,0.71
13,0.9280701754385965,0.5428571428571428,0.5949367088607594
14,0.5677521008403361,0.3424657534246575,0.36423841059602646
