,0,,
0,0.992,0.765,0.904
1,0.931,0.780,0.843
2,0.753,0.391,0.576
3,0.904,0.586,0.824
4,0.537,0.393,0.564
5,0.913,0.392,0.718
6,0.988,0.731,0.887
7,0.935,0.651,0.870
8,0.712,0.367,0.587
9,0.853,0.500,0.813
10,0.970,0.877,0.923
11,0.881,0.526,0.786
12,0.892,0.765,0.760
13,0.996,0.882,0.949
14,0.864,0.560,0.728
,0.875,0.611,0.782
