,0
0,0.8436507936507937
1,0.6991169049621531
2,0.5416832867969685
3,0.42261904761904756
4,0.532999164578112
5,0.6910714285714286
6,0.45142663043478265
7,0.45405669599217985
8,0.7441352973267867
9,0.04652592744414841
10,0.7384559884559885
11,0.8722222222222223
12,0.7154166666666667
13,0.9228070175438596
14,0.5656512605042017
